job,skill,topics
Artificial Intelligence,Artificial Intelligence (AI) and Machine Learning,"Neural Networks, NLP, Computer Vision, Python, TensorFlow, PyTorch"
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Development,Game Development,
Development,Android App Develop,
Development,Research on Block Chain,
Security,Blockchain,
Security,Deep Learning,"Neural Networks, TensorFlow, PyTorch, Computer Vision, Natural Language Processing"
Security,Defense,
Security,Government deputation attendence system,
Software Development and Engineering,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Artificial Intelligence,Artificial Intelligence (AI),
Artificial Intelligence,Deep Learning,"Neural Networks, TensorFlow, PyTorch, Computer Vision, Natural Language Processing"
Artificial Intelligence,Machine Learning,
Artificial Intelligence,Feature Engineering,
Artificial Intelligence,Data Engineering,"ETL, Data Warehousing, Apache Spark, Hadoop, SQL"
Artificial Intelligence,Big Data Technologies,
Artificial Intelligence,Statistical Analysis,"Hypothesis Testing, Regression Analysis, ANOVA, R Programming, SPSS"
Artificial Intelligence,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Artificial Intelligence,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Artificial Intelligence,Network Security,"Firewalls, VPNs, Intrusion Detection Systems, Penetration Testing"
Artificial Intelligence,ProblemSolving and Analysis,
Artificial Intelligence,Project Management,
Artificial Intelligence,Communication,"Public Speaking, Interpersonal Skills, Writing Skills, Presentation Skills, Negotiation"
Artificial Intelligence,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Artificial Intelligence,Interpersonal Skills,"Communication, Teamwork, Conflict Resolution, Empathy"
Artificial Intelligence,web development,
Security,Network Security,"Firewalls, VPNs, Intrusion Detection Systems, Penetration Testing"
Security,"Network Topologies,",
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Web basedproject develop,
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Game Development,
Artificial Intelligence,Artificial Intelligence (AI) and Machine Learning,"Neural Networks, NLP, Computer Vision, Python, TensorFlow, PyTorch"
Artificial Intelligence,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Artificial Intelligence,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Artificial Intelligence,Big Data Technologies,
Artificial Intelligence,Data Engineer,
Artificial Intelligence,Statistical Analysis,"Hypothesis Testing, Regression Analysis, ANOVA, R Programming, SPSS"
Artificial Intelligence,Research on Artificial Intelligence and Machine learning,
Security,Cybersecurity,"Ethical Hacking, Network Security, Cryptography, Incident Response"
Security,Operating Systems and Networking,"Linux, Windows, TCP/IP, DNS, DHCP, Firewalls"
Security,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Security,Project Management,
Security,Cloud Computing,
Security,"Network Topologies,Network Security",
Security,"Critical Thinking,Interpersonal Skills,Advanced Computer Technology,Api Testing,Quantitative Analysis,System Design,Cloud Computing,Computer Network",
Security,Operating Systems and Networking,"Linux, Windows, TCP/IP, DNS, DHCP, Firewalls"
Security,Cryptograph,
Security,Computer Network,"TCP/IP, Network Security, Routing Protocols, Wireless Networking, Cloud Networking"
Security,Cybersecurity,"Ethical Hacking, Network Security, Cryptography, Incident Response"
Security,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Security,Network Security,"Firewalls, VPNs, Intrusion Detection Systems, Penetration Testing"
Security,Communication,"Public Speaking, Interpersonal Skills, Writing Skills, Presentation Skills, Negotiation"
Security,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Security,Detection,
Security,Leadership,
Security,Feature Engineering,
Security,System Design,
Security,Considered Adaptively,
Data Science,Deep Learning,"Neural Networks, TensorFlow, PyTorch, Computer Vision, Natural Language Processing"
Data Science,Machine Learning,
Data Science,Statistical Analysis,"Hypothesis Testing, Regression Analysis, ANOVA, R Programming, SPSS"
Data Science,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Data Science,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Data Science,Artificial Intelligence and Machine learning,
Software Development and Engineering,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Software Development and Engineering,Mobile Application Development,
Software Development and Engineering,Artificial Intelligence (AI),
Software Development and Engineering,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Software Development and Engineering,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Software Development and Engineering,Specialized in Artificial Intelligence and Machine learning,
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Software Development and Engineering,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Software Development and Engineering,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Software Development and Engineering,Artificial Intelligence (AI),
Software Development and Engineering,Cyclone District,
Software Development and Engineering,Research on Artificial Intelligence and Machine learning,
Artificial Intelligence,Robotics Knowhow,
Artificial Intelligence,Internet of Things,
Artificial Intelligence,Artificial Intelligence (AI) and Machine Learning,"Neural Networks, NLP, Computer Vision, Python, TensorFlow, PyTorch"
Artificial Intelligence,Data Eng,
Artificial Intelligence,Graphic Design,
Artificial Intelligence,Search Engine Optimization (SEO),
Artificial Intelligence,Machine Learning,
Artificial Intelligence,Feature Engineering,
Artificial Intelligence,Big Data Technologies,
Artificial Intelligence,Robotics Knowledge,
Security,Cybersecurity,"Ethical Hacking, Network Security, Cryptography, Incident Response"
Security,Cryptograph,
Security,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Security,Network Security,"Firewalls, VPNs, Intrusion Detection Systems, Penetration Testing"
Security,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Security,Communication,"Public Speaking, Interpersonal Skills, Writing Skills, Presentation Skills, Negotiation"
Security,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Development,UI/UX Knowledge,
Development,Android App Develop,
Development,Software Development,
Software Development and Engineering,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Software Development and Engineering,Artificial Intelligence (AI) and Machine Learning,"Neural Networks, NLP, Computer Vision, Python, TensorFlow, PyTorch"
Software Development and Engineering,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Software Development and Engineering,Cybersecurity,"Ethical Hacking, Network Security, Cryptography, Incident Response"
Software Development and Engineering,Operating Systems and Networking,"Linux, Windows, TCP/IP, DNS, DHCP, Firewalls"
Software Development and Engineering,Data Engineering,"ETL, Data Warehousing, Apache Spark, Hadoop, SQL"
Software Development and Engineering,Working with Technology and New Idea Generation,
Software Development and Engineering,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Software Development and Engineering,Interpersonal Skills,"Communication, Teamwork, Conflict Resolution, Empathy"
Software Development and Engineering,Adaptability,
Software Development and Engineering,Research on Artificial Intelligence and Machine learning,
Software Development and Engineering,Web based project develop,
Software Development and Engineering,Working with new idea,
Development,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Development,Mobile App Development,"Flutter, React Native, Swift, Kotlin, UI/UX Design"
Development,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Development,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Security,Problem Solving and Analysis,"Critical Thinking, Algorithms, Data Structures, Analytical Skills"
Security,Cybersecurity,"Ethical Hacking, Network Security, Cryptography, Incident Response"
Security,Research on Cyber Security,"Threat Analysis, Vulnerability Assessment, Incident Response"
Artificial Intelligence,Machine Learning,
Artificial Intelligence,Feature Engineering,
Artificial Intelligence,Big Data Technologies,
Artificial Intelligence,Robotics Knowledge,
Artificial Intelligence,Internet of Things,
Artificial Intelligence,working with robots,
Artificial Intelligence,working with IoT,
Data Science,Data Analysis and Visualization,"Pandas, NumPy, Tableau, Power BI, Matplotlib"
Data Science,Critical Thinking,"Logical Reasoning, Analytical Skills, Problem Solving"
Data Science,Database Development,"SQL, NoSQL, Database Design, Indexing, Query Optimization"
Data Science,Communication,"Public Speaking, Interpersonal Skills, Writing Skills, Presentation Skills, Negotiation"
Data Science,Big Data Technologies,
Data Science,Feature Engineering,
Data Science,Statistical Analysis,"Hypothesis Testing, Regression Analysis, ANOVA, R Programming, SPSS"
Software Development and Engineering,Web Development,"HTML, CSS, JavaScript, React.js, Node.js"
Software Development and Engineering,Blockchain,
Software Development and Engineering,Artificial Intelligence (AI),
Software Development and Engineering,Deep Learning,"Neural Networks, TensorFlow, PyTorch, Computer Vision, Natural Language Processing"
Software Development and Engineering,Machine Learning,
Software Development and Engineering,Dataset Generation,
Software Development and Engineering,Strategy,
Software Development and Engineering,Suggestions,
Software Development and Engineering,Analytics,
Software Development and Engineering,Business Relationship,
Software Development and Engineering,Communication,"Public Speaking, Interpersonal Skills, Writing Skills, Presentation Skills, Negotiation"
